"Pos","Driver","Location","Region","Club","Starts","Wins","Avg Start","Avg Finish","Avg Pts per Race","Top 25%","Avg Field Size","Laps","Laps Lead","Avg Inc","Class","iRating","ttRating","Club Pts","Total Pts","CustId"
"8490","James Pendolino","US","Region 1","New York","86","3","7","6","34","15","12","1838","45","2.28","B 3.22","1233","1265","42","2915","318577"
"8491","Charles Smith5","US","Region 1","Mid-South","301","65","4","6","42","108","11","4784","1398","2.77","B 2.41","1233","1151","742","12681","320377"
"8492","Raymond Goncher","US","Region 4","Indiana","10","0","6","6","32","1","11","270","0","2.6","A 3.23","1233","1147","12","324","369499"
"8493","Brian Silvester","US","Region 5","Illinois","36","0","8","7","34","4","12","791","9","2.11","B 2.47","1233","1350","27","1228","434187"
"8494","Craig Cook","US","Region 1","Mid-South","18","2","7","7","31","2","12","402","45","1.67","B 3.39","1232","1350","1","558","18963"
"8495","Dustin Bohannon","US","Region 4","Great Plains","220","5","8","7","36","30","13","5921","186","4.25","B 2.51","1232","1350","239","7817","120178"
"8496","Jason Cange","US","N/A","Illinois","8","0","10","9","32","0","14","200","0","4","B 1.95","1232","1170","7","255","153353"
"8497","Aki Hasegawa","JP","Region 7","Japan","3","0","8","7","24","0","10","62","0","0","A 2.46","1232","1151","14","71","251753"
"8498","Sven Winter","DE","Region 2","DE-AT-CH","7","0","8","7","32","1","11","130","0","3.43","A 3.70","1232","1080","0","222","273175"
"8499","Joel Fritz","US","Region 4","Great Plains","85","1","7","7","36","8","12","2254","39","3.76","B 2.52","1232","1350","67","3084","349347"
"8500","Joseph E Johnson","US","Region 4","Northwest","78","21","5","7","31","28","12","1280","587","2.72","B 2.29","1232","1350","46","2440","369569"
"8501","Brad L Cox","SG","Region 7","Asia","184","4","7","7","25","20","11","3393","129","2.91","B 2.62","1232","1350","1051","4576","375579"
"8502","Steve Wells","US","Region 5","Illinois","44","0","8","7","34","4","13","1182","13","3.14","B 2.16","1232","1196","59","1482","425212"
"8503","Cory Klumper","US","Region 3","Midwest","47","0","9","7","37","5","13","1221","2","3.57","B 2.20","1232","1350","14","1727","465028"
"8504","Alan Smith8","US","Region 2","Virginias","151","8","7","7","28","43","13","3016","232","3.52","B 2.61","1232","1091","56","4179","481342"
"8505","Brandon Ebright","US","N/A","Pennsylvania","19","0","7","7","34","1","12","447","10","1.79","B 3.44","1231","1130","2","652","71391"
"8506","Richard Ramos","AU","Region 1","Australia/NZ","19","1","6","6","36","1","11","442","31","2.21","B 2.77","1231","1171","6","690","291111"
"8507","Aron Sharp","AU","Region 1","Australia/NZ","76","3","7","7","35","8","12","1598","100","3.79","B 2.51","1231","1350","9","2678","454261"
"8508","Andrew J Harrison","AU","Region 1","Australia/NZ","57","1","7","7","43","8","13","1334","35","2.25","B 3.21","1231","1350","12","2424","461443"
"8509","Landon Key","US","Region 4","Indiana","36","0","7","6","34","4","11","857","1","2.61","B 3.63","1231","1256","3","1228","505199"
"8510","Jacob Wurz","US","Region 2","California Club","149","23","6","7","39","43","13","2961","504","3.14","B 2.74","1230","1350","213","5816","193364"
"8511","Tim Smith4","US","N/A","Carolina","9","1","6","7","31","1","12","206","2","3.56","A 2.04","1230","1350","9","279","213669"
"8512","Michael Corbin","US","Region 1","New York","188","25","8","8","23","36","12","3128","621","2.19","A 2.52","1230","1350","753","4365","288063"
"8513","Michelle Cross","NZ","Region 1","Australia/NZ","92","16","7","7","26","24","11","1270","371","1.17","B 2.77","1230","1350","231","2360","294976"
"8514","Lantz Elkins","US","Region 4","Great Plains","284","2","8","7","26","22","12","6364","83","3.87","B 2.70","1230","1350","239","7307","434731"
"8515","Michael Maggard","US","Region 4","Great Plains","46","1","8","7","37","6","13","1116","11","3.35","B 2.36","1230","1258","21","1703","465286"
"8516","Harold Linville","US","Region 2","Ohio","2","0","6","13","5","0","15","14","0","2","B 4.59","1229","1191","0","9","21701"
"8517","Kevin Bartelt","US","Region 3","Midwest","29","2","7","7","38","2","12","695","32","1.72","B 2.64","1229","1350","21","1114","27068"
"8518","Doug McCollum","US","N/A","Indiana","2","0","7","9","11","0","10","34","0","2","A 4.32","1229","1189","1","21","65372"
"8519","John LaBaff","US","Region 1","Carolina","5","0","8","8","29","0","11","141","0","1.2","A 2.36","1229","1350","11","145","77829"
"8520","Michael Ossola","US","Region 2","California Club","68","1","8","7","34","7","13","1699","25","3","A 2.16","1229","981","78","2294","130111"
"8521","Robert B Eriksson","SE","Region 7","Scandinavia","13","1","5","7","31","3","12","290","40","2.62","B 2.43","1229","1350","213","403","159550"
"8522","Thierry Anheim","FR","Region 5","France","10","0","8","7","33","1","11","212","0","1","B 3.46","1229","1148","54","325","252668"
"8523","Ryan Volz","US","Region 4","Great Plains","114","4","7","6","30","16","11","2466","98","2.26","B 3.83","1229","1350","67","3398","397126"
"8524","Tim Taylor6","US","Region 1","Mid-South","77","5","8","7","34","17","12","1572","148","2.18","B 2.94","1229","1200","32","2630","427113"
"8525","Matthew Nordberg","US","Region 1","Carolina","41","1","7","7","38","7","13","814","77","2.1","B 2.44","1229","1350","0","1569","427631"
"8526","John Haddock","US","Region 3","Texas","98","10","6","7","43","33","13","1945","386","3.22","B 2.39","1229","1350","13","4254","444804"
"8527","Steve Shaw4","US","Region 1","Mid-South","66","2","7","7","33","6","12","1614","54","3.88","B 3.22","1229","1120","93","2205","498974"
"8528","William McMillan","US","Region 5","Atlantic","6","0","7","7","27","0","11","127","0","4.33","B 2.21","1228","1350","3","163","25212"
"8529","Mario Rocha","PT","Region 4","Iberia","5","0","8","7","27","0","10","78","0","0.8","A 2.53","1228","1018","0","133","33737"
"8530","R Mason Dunn","US","Region 2","Virginias","15","0","9","8","34","1","13","384","2","3.33","B 2.44","1228","1350","33","515","34464"
"8531","Don Steeves","CA","Region 2","Canada","9","0","7","5","28","2","9","136","0","0.89","B 2.70","1228","693","7","255","48589"
"8532","Blake Oleson","US","N/A","Midwest","3","0","11","10","20","0","13","50","0","3.33","B 2.50","1228","1350","0","61","185009"
"8533","Derek Murfet","AU","Region 1","Australia/NZ","18","0","9","7","37","0","12","492","0","1.78","B 2.60","1228","1234","4","661","246156"
"8534","Nathan Lowe2","AU","Region 1","Australia/NZ","234","10","7","7","30","40","12","5046","321","4.09","B 2.35","1228","1350","105","6984","250087"
"8535","Stephen Cotter","US","Region 1","New York","78","0","9","7","34","3","13","2153","8","3.92","A 2.12","1228","1350","142","2623","336841"
"8536","Douglas Allen2","US","Region 3","West","124","2","7","7","35","13","12","3034","72","3.32","A 2.03","1228","1350","291","4354","366295"
"8537","Jeremy P Bogdanovitch","US","Region 4","Pennsylvania","24","1","9","7","35","3","11","548","23","1.5","B 2.65","1227","1119","64","845","65887"
"8538","Stephen Bullock","AU","Region 1","Australia/NZ","17","0","7","7","34","2","11","400","24","3.18","B 2.58","1227","1350","31","574","104292"
"8539","Cedric Colleau","FR","N/A","France","14","0","7","8","38","2","12","277","0","3.29","B 2.42","1227","1350","210","530","137810"
"8540","Michael Bishop","US","Region 4","Northwest","47","1","6","6","31","11","12","942","52","2.55","B 2.51","1227","1350","17","1471","165284"
"8541","Dustin Williams2","US","Region 1","Carolina","24","1","7","6","30","3","12","502","19","1.67","B 2.50","1227","1350","13","715","170873"
"8542","Marshall Ryder","US","Region 4","Pennsylvania","41","1","7","7","37","5","12","890","33","2.59","B 2.51","1227","1350","45","1506","274908"
"8543","Pol Ferrer","ES","Region 4","Iberia","47","4","7","7","35","8","11","1162","71","3.02","B 3.13","1227","1350","602","1667","331959"
"8544","Kevin Groom","US","Region 2","California Club","113","3","8","8","36","16","14","3088","102","3.98","B 4.23","1227","1152","78","4117","474123"
"8545","Walt DeGrange","US","Region 1","Carolina","5","0","10","8","25","0","12","97","0","0.8","B 2.33","1226","1350","0","126","16998"
"8546","Trevor Johns","AU","Region 1","Australia/NZ","3","0","12","10","23","0","13","85","0","2","B 2.56","1226","1350","0","68","184035"
"8547","Julian Sahaydak","US","Region 4","Pennsylvania","139","5","9","8","27","13","13","3123","137","3.6","B 2.60","1226","1222","323","3713","420583"
"8548","Dan Keltner","US","Region 3","Midwest","109","13","7","7","38","27","13","2172","279","2.84","B 2.49","1226","1350","49","4193","472157"
"8549","David Caputo","US","Region 2","Texas","63","2","7","6","33","7","11","1415","44","2.32","B 2.48","1225","1350","45","2105","30690"
"8550","Jeffery Vandervort","US","N/A","Midwest","35","1","8","7","38","3","12","898","36","1.66","A 2.65","1225","1195","55","1313","132179"
"8551","Dave Prather","US","Region 3","West","2","0","11","12","0","0","12","0","0","0","A 2.26","1225","1350","0","0","140688"
"8552","Loren Roberts2","US","Region 1","Carolina","25","0","9","8","35","2","14","686","0","3.04","B 2.87","1225","1350","11","881","190243"
"8553","Rafael Sempruch","DE","N/A","DE-AT-CH","15","1","6","8","33","2","12","352","20","2","B 2.43","1225","1245","37","496","191655"
"8554","Kevin Powell","US","Region 2","Virginias","2","0","12","12","11","0","13","20","0","4","B 2.15","1225","1350","1","21","203506"
"8555","Andrew Mogridge","AU","N/A","Australia/NZ","54","1","7","7","36","4","12","1430","96","3.19","B 2.24","1225","1350","87","1924","266009"
"8556","Justin Johnson3","US","Region 3","West","5","0","14","11","44","0","18","152","1","5.6","A 2.27","1225","1350","22","221","271037"
"8557","Mark Cecco","US","Region 4","Pennsylvania","31","1","7","8","40","7","14","808","56","4.06","B 2.42","1225","1222","7","1239","281536"
"8558","David Reynolds6","US","Region 2","Virginias","60","2","8","7","35","6","12","1406","60","2.2","B 3.32","1225","1350","215","2116","336588"
"8559","Kane Crackett","NZ","Region 1","Australia/NZ","71","2","7","7","40","10","12","1474","58","2.54","B 2.44","1225","1350","34","2819","354447"
"8560","Skyelin Krohlow","US","Region 3","Midwest","32","1","9","7","34","5","13","829","53","4.63","B 2.53","1225","1255","13","1086","410101"
"8561","Matt W George","US","Region 1","Mid-South","171","3","8","8","27","31","14","4001","244","3.27","A 3.07","1225","1062","198","4664","482792"
"8562","Rod Horve","US","N/A","Illinois","64","1","8","7","35","2","13","1826","21","4.19","B 2.17","1224","1185","534","2239","39513"
"8563","Mike Tellier","CA","Region 2","Canada","2","0","9","12","15","0","14","34","0","2","B 2.58","1224","1223","0","30","147826"
"8564","Adam DuBord","US","Region 4","Great Plains","217","15","6","7","36","39","12","5469","401","3.17","B 2.92","1224","1350","136","7872","273200"
"8565","Bryce Walker","US","Region 3","Midwest","468","57","6","7","33","143","12","8952","1715","2.79","B 2.65","1224","1195","358","15616","295887"
"8566","Charles Boggs","US","Region 1","Carolina","106","2","9","7","29","10","12","2766","63","4.49","B 2.29","1224","1133","224","3034","341685"
"8567","Bradley loveless","US","Region 1","Mid-South","227","34","5","7","35","61","12","4400","1196","2.33","B 3.61","1224","1350","120","7928","387350"
"8568","Brandon Hughes4","US","Region 1","Florida","58","0","8","8","36","4","13","1642","66","2.59","A 2.49","1224","1132","109","2082","449911"
"8569","Rodney Harrower","US","Region 1","New York","38","1","8","7","35","5","13","1002","41","2.58","B 3.53","1224","1350","59","1331","508152"
"8570","Martin Gloesmann","AT","Region 2","DE-AT-CH","13","0","8","7","34","0","12","277","0","2","A 2.49","1223","1164","47","438","24052"
"8571","Jake Simmons","US","Region 1","Mid-South","18","0","9","7","35","3","11","490","0","1.44","A 3.35","1223","1350","7","635","29537"
"8572","Darryl Tiezzi","US","Region 5","New England","40","0","8","7","35","2","14","1041","22","3.55","B 2.31","1223","1350","91","1419","118584"
"8573","David Wing","US","N/A","New York","5","0","9","8","27","0","12","102","0","2.8","A 2.54","1223","1350","5","135","150996"
"8574","Noah Denslow","US","Region 2","Ohio","101","12","7","7","31","32","13","1737","307","2.4","B 3.57","1223","1350","249","3132","310080"
"8575","Ryan McGarry","US","Region 4","Great Plains","77","8","6","7","34","19","12","1353","170","3.14","B 2.49","1223","1350","7","2641","325143"
"8576","Rodney Conner","US","Region 2","Virginias","208","4","7","6","31","11","11","5467","175","3.61","B 2.24","1223","1350","320","6517","417464"
"8577","Sam West","US","Region 3","Midwest","31","1","7","7","36","5","12","744","52","2.52","B 2.27","1223","1350","8","1103","432289"
"8578","Dane Loyd","US","Region 3","Texas","78","4","6","7","37","10","12","1973","140","3.21","B 2.62","1223","1189","98","2905","432976"
"8579","Kaleb O'Guin","US","Region 4","Great Plains","109","1","8","7","32","9","13","2595","58","3.67","B 2.66","1223","1350","118","3461","455407"
"8580","Brian Ludlow","US","Region 1","New York","69","0","8","7","34","6","13","1654","29","3.16","B 2.43","1223","1350","14","2337","457759"
"8581","Michael Macias","US","Region 2","California Club","249","5","6","7","40","34","12","5607","209","2","B 4.01","1223","1200","58","10004","470091"
"8582","Mark Ryman","AU","Region 1","Australia/NZ","172","4","9","7","33","16","12","4385","79","3.37","A 3.27","1223","1350","47","5667","498777"
"8583","Joel Feytout","FR","Region 5","France","54","2","7","6","37","7","11","1216","49","2.89","B 2.28","1222","1350","573","2009","99728"
"8584","Carroll Davis","US","Region 2","Virginias","43","1","9","8","35","4","14","1009","30","2.42","B 3.46","1222","1227","44","1524","126074"
"8585","Brandon Herndon","US","Region 1","Mid-South","40","1","7","7","40","8","12","879","27","2.4","B 2.28","1222","1350","18","1590","344214"
"8586","Ruby Scroggins","US","Region 4","Northwest","76","2","7","7","37","9","13","2208","147","3.03","B 2.47","1222","1280","83","2830","349085"
"8587","David Henschen2","US","Region 4","Great Plains","46","1","6","6","31","8","12","981","80","2.87","B 2.54","1222","1350","18","1412","361191"
"8588","Bob Eldred","US","N/A","New England","3","0","2","7","19","0","9","76","5","4.67","B 2.31","1221","1350","1","57","64046"
"8589","Bea Vear","NZ","Region 1","Australia/NZ","53","4","9","7","35","5","11","1095","41","2.91","B 2.31","1221","1242","26","1846","304739"
"8590","William Bahnfleth","US","Region 5","Illinois","52","3","6","6","38","6","11","1136","67","2.35","B 2.55","1221","1212","59","1985","319235"
"8591","Bob Bosserman","US","Region 4","Northwest","134","1","8","8","36","4","14","3678","44","3.49","A 3.52","1221","1189","394","4845","340009"
"8592","Chad Klink","US","Region 3","Midwest","76","2","8","8","36","5","13","2013","108","2.79","A 2.53","1221","1155","62","2747","361132"
"8593","Andrew Thomas Baker","US","Region 4","Pennsylvania","48","0","9","7","33","6","13","1270","18","3.96","B 2.63","1221","1201","69","1597","371980"
"8594","christopher Patton","US","Region 1","Mid-South","114","13","6","7","37","28","12","2250","367","3.35","B 2.19","1221","1174","70","4167","372102"
"8595","scott Allen9","US","Region 3","Texas","138","9","6","7","35","30","12","2668","258","3.48","B 1.70","1221","1350","308","4811","390979"
"8596","William Rose2","US","Region 1","New York","28","1","9","8","40","1","13","612","20","2.29","B 2.73","1221","1194","2","1107","437305"
"8597","Brian Dorsey","US","Region 1","Florida","39","1","9","8","37","6","13","859","55","3.03","B 3.49","1220","1350","53","1447","19179"
"8598","Don Warrenburg","US","Region 5","Great Plains","38","4","6","6","36","8","12","879","77","2.47","B 2.57","1220","1192","4","1372","46549"
"8599","John F Doening","AU","Region 1","Australia/NZ","39","3","6","6","36","6","11","790","55","2.15","B 2.92","1220","1197","1","1408","73251"
"8600","Jason Siemens","US","Region 5","Illinois","2","0","10","10","25","0","14","23","0","2","A 2.09","1220","1350","8","50","233069"
"8601","Tom Land","US","Region 2","California Club","77","1","7","7","35","14","13","1973","44","4","B 1.59","1220","1350","133","2675","269885"
"8602","Chris Radley","US","Region 1","Mid-South","32","1","7","6","36","4","11","724","35","2.94","B 2.11","1220","1350","9","1147","349082"
"8603","Dan Solomon","CA","Region 2","Canada","35","1","7","7","38","2","12","963","12","2.06","B 3.55","1220","1350","74","1323","358998"
"8604","Ryan O'Donoghue","US","Region 5","New England","101","8","7","7","36","19","12","2132","220","2.16","B 2.62","1220","1234","103","3628","440263"
"8605","Fabrizio Ugolotti2","IT","Region 6","Italy","38","1","8","7","37","2","13","979","20","2.37","A 2.53","1219","1350","729","1418","244120"
"8606","Joey Tant","US","Region 1","Carolina","114","0","10","9","28","4","13","2828","18","2.12","A 2.71","1219","1289","539","3215","265056"
"8607","Jesse Dayton","US","Region 3","Georgia","7","0","8","8","25","0","11","169","0","1.71","B 2.48","1219","1350","6","172","290297"
"8608","James Hilker","US","Region 4","Great Plains","62","1","10","7","37","11","14","1482","33","3.19","B 2.81","1219","1350","11","2304","370992"
"8609","Jeff Ohlinger","US","Region 3","Midwest","38","1","7","7","33","4","12","929","20","2.37","B 2.72","1219","1182","19","1253","379504"
"8610","Scott Elston","US","Region 1","New York","139","1","9","7","36","19","13","3875","57","2.24","A 4.23","1219","1350","126","4986","481186"
"8611","HL Weatherly","US","Region 3","Midwest","29","0","8","7","35","5","12","667","4","2.97","A 2.77","1219","1044","3","1013","485324"
"8612","Joe Wiggins","US","Region 4","Indiana","135","2","8","7","31","17","13","3458","104","2.96","B 3.07","1219","1178","189","4250","500099"
"8613","Tristen Crouse","US","Region 1","New York","69","6","7","7","37","14","13","1502","133","3.59","B 1.90","1219","1350","52","2550","502210"
"8614","Raymond Joyal","CA","Region 2","Canada","56","0","8","7","36","4","12","1425","4","2.18","A 2.20","1218","1350","195","1995","18968"
"8615","Jacob Greider","US","Region 5","Illinois","37","1","8","7","36","5","13","976","17","2.76","B 2.49","1218","1260","42","1345","116804"
"8616","Brian T Cieciek","US","Region 6","Michigan","7","0","6","7","29","0","11","196","0","1.71","B 2.91","1218","1350","15","203","150763"
"8617","William Marshall","US","Region 4","Pennsylvania","30","1","7","6","32","2","11","613","30","3","B 2.77","1218","1350","24","960","237083"
"8618","Kevin Cooper2","US","Region 4","Indiana","5","0","9","7","27","0","11","135","4","2.4","A 2.21","1218","1350","2","135","255443"
"8619","Colin Mellars","US","N/A","New York","64","2","7","7","32","13","13","1180","56","3.5","B 2.32","1218","1274","46","2050","280010"
"8620","Terry Trommeshauser","CA","Region 2","Canada","16","1","7","6","34","2","10","448","7","2","A 3.29","1218","1099","4","545","305303"
"8621","Jim McGill","US","Region 2","Ohio","78","2","7","7","39","11","12","1578","61","3.15","B 2.45","1218","1242","30","3037","306559"
"8622","Mason Wagaman","US","Region 3","Georgia","67","4","6","7","41","13","12","1429","27","2.54","B 2.03","1217","1350","0","2735","129217"
"8623","Tom Rager","US","Region 3","Midwest","8","0","10","9","37","1","14","230","0","2.75","A 2.49","1217","1350","19","294","185324"
"8624","Jay Spears","US","N/A","Florida","16","2","6","6","28","3","11","280","37","1.63","B 3.44","1217","1228","21","444","191939"
"8625","Jeff Valenta","US","Region 3","Midwest","2","0","10","11","9","0","12","24","0","4","A 4.99","1217","1608","0","18","252027"
"8626","Travis Bennett","US","Region 1","Mid-South","36","4","6","7","37","7","13","756","56","2.33","B 2.58","1217","1350","35","1334","263616"
"8627","Corey Fenson","AU","Region 1","Australia/NZ","292","22","6","7","38","51","11","6510","509","4.08","B 1.83","1217","1350","175","10981","268911"
"8628","Michael A Doyle","US","Region 4","Great Plains","28","0","9","8","39","2","14","886","8","2.64","A 3.58","1217","1095","53","1084","290038"
"8629","Matt Lovett","US","Region 1","Mid-South","35","0","8","7","36","4","12","936","4","2.11","A 2.51","1217","1228","24","1273","295880"
"8630","Cody Barber","US","Region 2","Virginias","40","3","7","7","39","6","11","857","77","2.9","B 2.29","1217","1194","32","1570","344171"
"8631","Sergio Montagner Junior","BR","Region 3","Brazil","36","0","8","7","37","3","12","799","3","2.17","A 2.50","1217","1252","500","1316","344849"
"8632","Danny Peacock","US","Region 3","Georgia","179","6","7","7","33","35","14","4213","314","2.88","B 3.70","1217","1350","117","5993","443011"
"8633","Colin Earl","US","Region 4","Pennsylvania","5","0","6","10","29","0","14","127","7","5.2","B 2.21","1216","1350","0","147","73386"
"8634","Joel Steuben","US","Region 4","Great Plains","27","1","8","8","35","4","13","667","23","3.19","B 2.25","1216","1350","7","949","190304"
"8635","Christopher Shannon","US","Region 6","Michigan","79","7","6","7","35","27","13","1554","267","3.39","B 2.08","1216","1350","306","2797","275120"
"8636","Chris Wismer","US","Region 3","Midwest","94","2","9","7","32","7","13","2640","72","3.53","B 3.13","1216","1350","82","2962","284906"
"8637","Willy Miller","US","Region 3","Midwest","253","8","8","7","37","29","12","6463","224","3.25","A 2.08","1216","1228","522","9326","308652"
"8638","Miles Goode","US","Region 1","Mid-South","50","2","9","8","38","11","14","1146","40","3.08","B 2.45","1216","1350","101","1916","309590"
"8639","Wade Palmer2","US","Region 6","New Jersey","247","15","6","7","34","56","12","5345","541","4.4","B 1.34","1216","1350","882","8467","353503"
"8640","Dave April","CA","Region 2","Canada","40","0","8","7","37","6","13","862","21","2.45","B 3.35","1216","1227","22","1471","472232"
"8641","Harvey Scott","US","Region 1","Carolina","4","0","12","11","26","0","14","61","0","3.5","A 3.23","1215","1350","4","102","221808"
"8642","Chris McCormick2","US","N/A","Texas","2","0","8","8","0","0","8","0","0","0","B 2.65","1215","1350","0","0","259993"
"8643","Justin Barnes","US","Region 3","Georgia","103","7","7","6","39","15","11","2484","174","4.27","B 2.35","1215","1350","204","3998","357292"
"8644","David Mazins","AU","Region 1","Australia/NZ","103","1","8","7","33","13","13","2369","63","4.49","B 1.80","1215","1350","40","3420","485796"
"8645","James Rowland","US","Region 3","Georgia","70","0","7","6","34","10","11","1409","26","2.03","B 3.40","1215","1105","29","2361","489082"
"8646","Jamie Privette","US","Region 1","Carolina","9","0","10","8","28","0","11","229","0","1.33","A 2.54","1214","1131","0","249","50876"
"8647","Michael Ross2","US","Region 5","Illinois","1","0","0","0","0","0","0","0","0","0","B 2.03","1214","1350","0","0","64644"
"8648","James Fremont","GB","N/A","UK and I","3","0","10","10","17","0","13","46","0","3.33","B 2.32","1214","1350","4","52","88596"
"8649","Drew Charlson","US","Region 2","Ohio","28","2","6","7","38","11","13","582","49","1.43","B 2.76","1214","1350","14","1051","118253"
"8650","Matthew Chance","US","N/A","New Jersey","2","0","12","11","5","0","12","19","0","3","B 2.19","1214","1350","0","10","197674"
"8651","Christopher Kimlingen","US","Region 1","New York","28","1","8","7","34","4","12","581","4","1.5","A 2.39","1214","1206","0","962","207139"
"8652","Andrew Schaefer","US","Region 4","Great Plains","41","1","8","8","39","5","13","1175","44","3.41","A 1.53","1214","1350","111","1602","240591"
"8653","Gregory Dodd","US","Region 4","Great Plains","4","0","10","10","25","0","14","82","0","2.5","A 3.30","1214","1212","1","100","287014"
"8654","Ryan A Fiel","US","Region 6","New Jersey","48","1","7","7","35","7","12","919","43","2.75","B 2.22","1214","1229","108","1684","429589"
"8655","Chris Falconer","US","Region 2","Virginias","54","2","9","7","38","8","13","1497","40","4.04","B 2.55","1213","1350","241","2026","59659"
"8656","Thomas Roth","DE","Region 2","DE-AT-CH","27","2","10","7","35","5","13","707","26","2.81","B 2.45","1213","1249","357","949","63465"
"8657","Frank Großbröhmer","DE","Region 2","DE-AT-CH","30","1","6","6","37","6","11","635","20","1.53","B 2.86","1213","1350","80","1111","224579"
"8658","Kevin Paskawych","US","N/A","Ohio","4","0","10","9","23","0","12","66","0","3","A 2.33","1213","1350","11","92","227915"
"8659","Thomas Gerstenberg","FR","N/A","France","37","2","8","8","42","6","14","1116","65","3.95","A 2.26","1213","1236","545","1557","232436"
"8660","Troy Warwick","US","Region 2","California Club","37","0","9","8","40","5","13","736","4","3.14","B 2.32","1213","1350","26","1483","297305"
"8661","Jean-Francois Lussier","CA","Region 2","Canada","106","4","7","7","37","24","14","2503","188","3.23","B 3.05","1213","1262","40","3918","490734"
"8662","Todd Stanton","US","Region 1","New York","60","3","6","7","35","11","12","1511","207","3.87","B 2.72","1212","1350","42","2099","22840"
"8663","Chris E Pence","US","N/A","Texas","107","0","10","8","37","4","13","3094","37","3.03","B 2.60","1212","1350","392","3943","79832"
"8664","Phil Daly","CA","Region 2","Canada","2","0","9","14","4","0","16","12","0","2","A 2.18","1212","1350","0","7","207060"
"8665","Michael Wilson9","AU","Region 1","Australia/NZ","3","0","11","10","16","0","12","20","0","0","B 2.07","1212","1350","0","49","231896"
"8666","Clayton Curts","US","N/A","Illinois","70","4","8","8","41","14","14","1901","210","3.11","B 2.67","1212","1350","263","2837","232239"
"8667","Richard Williams5","US","Region 5","Illinois","440","33","7","7","29","93","11","8452","877","2.53","B 2.55","1212","1350","2027","12931","278102"
"8668","Dillon Applegate","US","Region 4","Indiana","103","2","8","7","29","12","12","2269","64","3.77","B 2.46","1212","1350","202","2978","414215"
"8669","Daniel Green Jr.","US","Region 2","Ohio","142","14","8","8","26","30","13","2895","458","3.32","A 2.28","1212","1054","195","3657","456091"
"8670","Tommy DeFreece","US","Region 4","Great Plains","109","1","9","7","39","17","12","2710","60","2.35","B 3.39","1212","1212","13","4201","456979"
"8671","Billy Ney","US","Region 4","Pennsylvania","60","2","7","7","36","13","12","1069","77","2.8","B 1.57","1212","1350","30","2172","462660"
"8672","Stephen Kurtz","AU","Region 1","Australia/NZ","50","1","8","7","39","2","12","1043","11","3.04","B 2.74","1212","1179","2","1950","468775"
"8673","Steven Ferguson4","US","Region 1","Mid-South","119","10","8","7","42","26","13","3165","199","3.68","B 2.69","1212","1350","32","4987","516910"
"8674","Mike Ellis","US","N/A","West","21","1","7","7","35","2","12","491","33","3.14","B 2.55","1211","1350","32","726","95577"
"8675","Dan Sider","CA","Region 2","Canada","20","0","7","8","38","4","14","588","41","2.9","A 2.38","1211","1268","60","761","197262"
"8676","Luke May","AU","Region 1","Australia/NZ","9","0","7","6","31","1","10","174","0","1.11","A 2.46","1211","1350","2","280","254947"
"8677","Randy Throne","US","Region 5","Illinois","64","1","7","7","32","12","12","1483","63","2.41","B 2.94","1211","1350","73","2033","304442"
"8678","Gary Godwin2","US","Region 1","Carolina","40","0","8","7","42","5","13","931","9","1.9","B 3.52","1211","1350","16","1682","496967"
"8679","Simon Woodson","US","Region 3","Georgia","2","0","6","5","14","0","7","20","0","1","B 2.19","1210","1350","2","27","23694"
"8680","Kyle Robinson","US","Region 3","Texas","3","0","12","10","19","0","13","54","0","2","B 2.50","1210","1350","0","58","43229"
"8681","Vincent Yesue","US","N/A","Northwest","44","0","8","6","28","4","11","866","8","2.14","B 2.35","1210","1166","95","1232","193353"
"8682","DV Warhurst","US","Region 3","Georgia","42","0","9","7","33","4","12","1012","0","2.67","B 2.33","1210","1350","50","1402","200704"
"8683","Charlie E Bono","US","N/A","Georgia","3","0","7","8","18","0","10","78","0","5.33","B 2.04","1210","1350","4","54","228781"
"8684","Ken Veaudry","CA","Region 2","Canada","105","0","8","7","27","12","12","2743","8","1.81","B 2.80","1210","1168","119","2887","292655"
"8685","Chase Owen2","US","Region 3","Midwest","31","2","7","7","34","7","12","708","54","1.74","B 2.76","1210","1200","32","1043","300101"
"8686","Dylan Crawford2","CA","Region 2","Canada","177","6","7","7","28","32","11","3409","259","3.47","B 3.04","1210","1350","648","5010","409469"
"8687","John Romann","US","Region 5","Illinois","77","0","9","7","38","4","12","1823","23","3.61","B 2.40","1210","1350","87","2918","420549"
"8688","Jacob Williams11","US","Region 5","Illinois","28","2","9","7","40","5","12","622","34","1.64","B 2.48","1210","1350","0","1108","498511"
"8689","Conner Sutton","US","Region 1","Florida","3","0","5","6","23","0","9","34","13","2","A 3.22","1209","1350","0","70","142163"
"8690","Douglas Waite","US","Region 4","Pennsylvania","94","2","8","7","32","14","13","2376","86","3.74","B 2.56","1209","1199","311","3009","149299"
"8691","Christopher Ward5","US","Region 4","Indiana","67","2","7","7","36","9","12","1219","58","2.57","B 2.49","1209","1233","44","2440","318330"
"8692","Jeff Foitte","BR","Region 3","Brazil","41","2","5","6","33","9","10","792","56","2.83","B 2.03","1208","1209","386","1342","29260"
"8693","Zachary Laclair","US","Region 1","New York","305","17","7","7","31","53","12","6543","396","3.63","A 1.19","1208","1350","761","9499","272095"
"8694","JD McSwain","US","Region 2","Canada","33","1","8","7","35","2","11","620","22","1.94","B 2.61","1208","1186","18","1151","326767"
