"Pos","Driver","Location","Region","Club","Starts","Wins","Avg Start","Avg Finish","Avg Pts per Race","Top 25%","Avg Field Size","Laps","Laps Lead","Avg Inc","Class","iRating","ttRating","Club Pts","Total Pts","CustId"
"3341","Jared Turnbull","CA","N/A","Canada","358","31","6","6","68","98","13","10610","1354","2.98","B 3.63","1847","1298","3543","24373","105232"
"3342","Denton Threatt","US","Region 4","Great Plains","60","4","7","7","55","10","13","1766","185","3.63","B 2.50","1847","1222","96","3271","298588"
"3343","Carter Roozenboom","US","Region 3","Midwest","409","31","7","6","38","69","11","9893","949","3.18","A 3.44","1847","1299","590","15739","321721"
"3344","Jerry TOBIAS","US","Region 4","Pennsylvania","311","4","8","7","43","42","13","8415","190","2.83","A 3.36","1847","1070","78","13419","488709"
"3345","Kenny Mitchell","GB","Region 3","UK and I","18","4","5","5","57","7","13","477","162","1.44","B 3.98","1846","1350","25","1034","169766"
"3346","Jason Greathouse2","US","Region 1","Mid-South","33","1","6","6","54","8","12","865","25","2.06","B 2.69","1846","1350","16","1769","351630"
"3347","Robert G Still","US","Region 1","Mid-South","284","4","8","7","44","36","13","8120","261","4.26","B 2.87","1846","1251","153","12490","417669"
"3348","Merle Gahring IV","US","Region 4","Pennsylvania","101","5","7","7","48","18","13","2738","193","4.14","B 2.15","1846","1350","50","4798","487898"
"3349","Vern Hawkins III","US","Region 5","Illinois","91","5","8","7","48","15","13","2785","186","3.41","A 1.83","1845","1350","230","4379","134913"
"3350","TJ Higgins","US","Region 4","Indiana","17","4","3","5","63","7","13","373","90","1.18","B 3.56","1845","1265","6","1063","209027"
"3351","Tristan Yelland","AU","Region 1","Australia/NZ","182","6","7","8","42","32","14","4851","410","4.3","B 2.25","1845","1134","286","7611","266003"
"3352","Torin King","US","Region 4","Indiana","32","1","7","6","55","5","12","921","30","2.44","B 2.64","1845","1215","119","1771","315539"
"3353","Bryan Abbott","US","Region 3","Georgia","116","5","6","6","54","27","13","3577","225","2.22","A 3.09","1845","1218","481","6274","318082"
"3354","Daniel Johnson","US","Region 3","Texas","12","2","4","4","66","6","12","237","41","2","A 2.46","1844","1205","0","788","99740"
"3355","Holden Eckman","US","Region 4","Pennsylvania","148","3","9","7","52","15","14","4067","95","2.88","B 2.50","1844","1266","393","7636","132059"
"3356","Liam Jensen","AU","Region 1","Australia/NZ","48","2","5","6","57","7","12","1255","61","2.25","B 3.60","1844","1350","45","2731","263217"
"3357","Brady Uotinen","US","Region 3","Midwest","238","18","7","7","45","51","13","6206","604","2.47","A 2.70","1844","1350","233","10725","299898"
"3358","Austin Meiners","US","Region 3","Midwest","103","10","6","6","55","22","12","2475","192","2.04","A 2.80","1844","1204","131","5637","347305"
"3359","Chad Bishop","US","Region 2","Ohio","483","9","7","7","38","58","13","13836","549","3.13","A 3.41","1844","1423","660","18472","403074"
"3360","Kevin Cordahl","US","Region 4","Great Plains","110","6","6","7","54","16","13","3154","143","2.11","A 2.30","1844","1350","77","5912","432153"
"3361","Curt Barnett","US","Region 3","Texas","50","2","7","6","48","10","13","1542","68","3.44","B 3.33","1844","1350","116","2405","493307"
"3362","Brandon Boyd","US","Region 3","Georgia","60","5","7","6","49","14","12","1624","159","1.57","A 3.70","1842","1241","334","2949","57874"
"3363","Matthew McDowell2","US","Region 4","Great Plains","243","35","7","7","48","65","14","6223","915","4.44","B 1.45","1842","1295","424","11552","210941"
"3364","Jesse Deisinger","US","Region 1","New York","224","8","8","7","49","24","12","6065","154","2.59","A 3.66","1842","1219","332","11041","403573"
"3365","Tyler Kolesar","US","Region 4","Pennsylvania","60","3","6","6","47","9","12","1425","83","2.63","B 2.74","1842","1350","15","2832","481020"
"3366","Greg Chandler","AU","Region 1","Australia/NZ","158","5","8","8","47","21","13","4480","252","5.32","B 2.81","1842","1314","68","7412","493024"
"3367","Daniel Valley","US","Region 1","Mid-South","47","3","6","7","58","12","13","1060","97","1.83","B 2.67","1841","1281","6","2719","33618"
"3368","Andre Fiorini","CA","N/A","Canada","24","4","6","6","61","11","13","731","177","2.92","B 2.50","1841","1215","64","1474","198464"
"3369","Kim E Boyd","US","Region 4","Indiana","52","0","7","6","53","4","11","1663","10","1.23","A 4.36","1841","1282","316","2758","332532"
"3370","Matthew Durnen","US","Region 3","Midwest","162","2","7","7","48","28","13","4627","174","2.9","B 3.53","1841","1350","79","7831","479126"
"3371","Brendan Burke","US","N/A","Illinois","177","8","8","7","41","30","13","5286","287","3.21","A 2.53","1840","1350","420","7264","85102"
"3372","Logan Runyon","US","N/A","Ohio","52","3","7","6","52","10","13","1570","143","4.04","B 2.45","1840","1350","120","2727","152937"
"3373","Austin Smith4","US","Region 3","Georgia","28","6","6","6","53","9","14","855","164","2.21","A 3.53","1840","1350","97","1483","196960"
"3374","Joey Marquardt","US","Region 3","Midwest","44","9","5","5","56","15","11","1037","170","2","B 2.70","1840","1350","112","2442","243949"
"3375","Kealoha Hankins","US","N/A","West","61","2","7","6","45","11","12","1483","53","2.59","B 2.85","1840","1350","194","2763","258422"
"3376","Jason Strobel","US","Region 2","California Club","146","8","6","7","47","24","13","4186","269","3.29","A 3.07","1840","1304","147","6909","452175"
"3377","Kim Eriksson","FI","Region 5","Finland","36","3","6","7","56","7","13","978","136","3.78","A 2.30","1839","1184","594","2030","51129"
"3378","Chris Heim","US","Region 4","Great Plains","35","4","6","5","54","8","12","1062","75","2.06","A 2.31","1839","1350","101","1895","87935"
"3379","Justin Rowden","US","N/A","Great Plains","17","2","7","6","68","7","14","568","44","2.71","B 3.57","1839","1350","8","1149","125218"
"3380","Daniel Aller","US","Region 2","Ohio","200","16","7","7","43","43","13","5155","472","3.03","B 3.39","1839","1350","423","8684","267110"
"3381","Robert Scherff","US","Region 4","Pennsylvania","41","2","6","6","51","13","12","825","43","3.07","B 2.27","1839","1350","37","2100","294134"
"3382","Paul Sonntag","AU","Region 1","Australia/NZ","265","5","7","7","46","31","12","7354","238","3.34","A 2.23","1839","1247","146","12195","369931"
"3383","Zach Nunner2","US","Region 2","Ohio","228","19","7","7","48","51","13","5620","568","4.17","B 2.64","1839","1350","214","10907","456702"
"3384","Brandon Bain","AU","Region 1","Australia/NZ","129","10","7","7","59","22","13","3535","291","3.43","A 1.73","1839","1350","84","7588","491692"
"3385","Tony Stewart","US","Region 4","Indiana","14","3","6","5","68","4","12","336","52","2.14","A 2.08","1838","1350","42","949","66754"
"3386","Kris Hohn","US","N/A","West","27","1","8","6","55","5","12","689","67","3.33","A 2.47","1838","1350","162","1479","82017"
"3387","Daniel Blough","US","Region 4","Northwest","96","10","7","6","38","19","12","2409","255","1.69","B 4.99","1838","1280","67","3674","408885"
"3388","Donald Turbeville","US","Region 3","Georgia","149","12","7","7","47","31","13","3848","396","3.19","A 4.11","1838","1350","517","7033","423436"
"3389","Brian Moore3","US","Region 4","Great Plains","161","3","8","7","42","21","12","4473","127","2.78","B 3.56","1838","1333","126","6695","425755"
"3390","Ben Dreaver","NZ","Region 1","Australia/NZ","147","12","7","7","47","31","13","3682","388","3.44","B 2.52","1838","1350","7","6846","435157"
"3391","Miles Schwarz","US","Region 3","Texas","282","5","8","8","44","42","14","8369","429","4.88","B 2.01","1838","1255","525","12447","463321"
"3392","Nick O'Brien","US","Region 3","Midwest","186","17","8","7","45","40","13","4893","494","3.85","A 2.19","1838","1350","124","8399","490467"
"3393","Joshua Carver","US","Region 2","Virginias","92","9","7","7","46","28","13","1891","207","2.89","B 3.24","1838","1247","27","4199","500623"
"3394","Caleb Clinard","US","Region 1","Carolina","23","4","5","5","55","9","11","493","89","1.13","B 3.43","1837","1214","7","1272","83144"
"3395","Travis Hillis","US","Region 1","Mid-South","42","6","7","6","54","9","12","1102","125","1.9","A 2.83","1837","1200","63","2267","102012"
"3396","Jonathan Creech","US","N/A","Mid-South","460","51","7","7","46","118","12","11750","1551","4.3","B 2.58","1837","1350","1703","21386","164083"
"3397","Trevor Edwards2","US","N/A","Mid-South","18","3","7","6","61","7","13","613","51","3.11","A 3.51","1837","1350","23","1090","246137"
"3398","Jacob VanDeVoorde","US","Region 2","Ohio","71","11","5","6","46","24","11","1542","279","2.03","A 2.32","1837","1350","176","3292","301968"
"3399","Bretton Fergerson","US","Region 1","Mid-South","86","15","5","6","48","27","11","1949","488","1.84","A 3.20","1837","1271","131","4104","310709"
"3400","Jordan Johnson4","GB","Region 3","UK and I","54","3","6","7","54","8","13","1531","51","2.78","A 2.43","1837","1350","380","2934","469166"
"3401","Chris Shearburn","US","Region 5","Illinois","9","2","3","5","84","5","13","269","67","0.89","B 3.54","1836","1422","0","753","15852"
"3402","Robert Burks","US","Region 2","Texas","174","4","9","7","47","16","13","5209","112","1.8","A 4.05","1836","1350","387","8238","50290"
"3403","Dan Geren","US","Region 3","Midwest","26","4","6","6","60","7","13","777","120","1.62","B 3.47","1836","1350","44","1563","111890"
"3404","Royce Scrivano","US","Region 4","Pennsylvania","21","0","5","6","58","6","13","498","9","2.57","B 2.69","1836","1350","43","1219","128014"
"3405","Joseph Thomas2","US","Region 5","New England","56","2","8","7","52","4","13","1680","60","3.5","B 2.02","1836","1350","552","2907","165935"
"3406","Casey Gallagher","US","Region 4","Northwest","174","3","6","6","48","20","12","4737","163","2.1","A 2.42","1836","1192","338","8287","255861"
"3407","Tyler Knight4","US","Region 3","Texas","253","6","8","8","32","26","12","5289","275","2.76","A 2.21","1836","1396","678","8164","328291"
"3408","Jacob Cameron","US","Region 4","Great Plains","354","16","7","7","50","69","13","9421","548","3.17","A 2.82","1836","1287","503","17623","337451"
"3409","Kasey Jedrzejek","US","Region 2","Ohio","86","7","7","6","48","22","12","2158","112","4.37","B 1.68","1836","1350","125","4141","416153"
"3410","Bill Beseler","US","Region 3","Midwest","66","4","7","8","54","14","14","2319","223","2.85","A 2.39","1835","1317","85","3558","21778"
"3411","Ben Miller","AU","Region 1","Australia/NZ","66","2","7","7","49","12","13","1818","82","3.76","B 2.46","1835","1350","60","3231","48075"
"3412","Cory Clay","US","Region 4","Indiana","10","2","5","6","71","4","14","265","81","5","A 2.31","1835","1350","18","712","119492"
"3413","Brody Sim","US","Region 4","Northwest","141","23","8","7","59","30","12","3748","475","1.84","A 2.62","1835","1350","289","8279","309632"
"3414","Troy Price","AU","Region 1","Australia/NZ","513","42","6","7","45","127","12","11601","1306","2.73","A 3.61","1835","1350","640","23267","317146"
"3415","Alex Pacheco","US","Region 7","International Club","116","9","8","7","48","19","13","3139","251","3.34","B 3.25","1835","1350","1367","5594","477434"
"3416","Shane Walters","US","Region 5","Great Plains","19","2","6","5","57","6","12","406","41","1.68","B 2.71","1834","1350","18","1084","39542"
"3417","Kyle Thompson","US","Region 3","Midwest","82","11","6","7","53","22","13","2351","302","2.27","A 2.54","1834","1350","236","4365","263674"
"3418","Grant Lyde","US","Region 4","Great Plains","371","11","7","7","36","57","13","8693","393","1.82","A 3.62","1834","1243","261","13323","391811"
"3419","Nicky Formosa","US","Region 1","Mid-South","70","8","5","5","43","22","10","1244","207","1.89","B 3.60","1833","1350","53","2995","201625"
"3420","Allen DaRonco","US","Region 3","Midwest","203","17","7","7","40","43","12","4794","414","4.45","B 2.52","1833","1350","83","8025","471119"
"3421","Trevor Byrge","US","Region 3","West","42","4","7","6","53","10","13","1029","69","1.67","B 3.64","1833","1350","72","2219","515509"
"3422","Dennis Blauch","US","Region 5","Atlantic","438","20","7","7","44","59","12","10829","517","1.9","A 3.21","1832","1350","2147","19216","21710"
"3423","Christian Olsson","SE","Region 7","Scandinavia","23","1","7","6","61","1","12","682","29","3.3","A 2.20","1832","1350","965","1407","45464"
"3424","Shawn Hayes","US","Region 1","Carolina","93","7","5","6","55","22","11","2471","238","1.63","B 3.45","1832","1292","58","5104","50903"
"3425","Kevin Williamson4","US","Region 7","International Club","62","3","7","7","54","9","13","1758","85","2.29","A 2.45","1832","1350","1047","3345","513780"
"3426","Brien Walters","US","Region 3","Texas","483","60","7","7","54","133","13","12773","1669","2.64","B 2.56","1831","1350","1826","26033","301710"
"3427","Tayler Traver","US","Region 4","Indiana","84","1","7","6","45","15","13","2412","20","3.33","B 3.32","1831","1350","283","3782","343242"
"3428","Chris Johnson15","US","Region 3","Midwest","205","22","6","7","38","42","13","4989","566","3.86","B 3.63","1831","1258","233","7840","371794"
"3429","Donny Feher","US","Region 1","Mid-South","130","6","8","7","47","21","13","3473","159","3.71","A 2.12","1831","1350","235","6059","395861"
"3430","Ivan Worden","US","Region 2","California Club","127","5","7","7","44","24","13","2933","129","3.51","B 2.10","1831","1350","61","5597","435593"
"3431","Cody Parmley","US","Region 2","California Club","78","8","8","7","50","19","13","2097","180","3.51","B 3.54","1831","1350","95","3916","482870"
"3432","Ryan Beagle","CA","Region 2","Canada","16","3","6","5","62","5","13","472","58","1.88","B 2.84","1830","1350","54","998","148721"
"3433","JD Carter","US","Region 5","Illinois","98","9","6","6","43","19","10","2292","280","2.86","B 2.52","1830","1183","173","4258","315511"
"3434","Jarrett Edwards","US","Region 5","Atlantic","373","39","7","7","41","90","12","8353","952","3.86","B 2.53","1830","1261","1188","15268","354996"
"3435","Charles Goodner","US","Region 1","Mid-South","414","16","7","7","49","60","12","9993","358","3.38","B 2.52","1830","1264","153","20205","393061"
"3436","Nate Brodie","US","Region 2","Ohio","36","1","6","7","55","4","13","879","11","2.28","B 3.56","1830","1197","29","1966","459777"
"3437","Tyler Price","US","Region 1","Carolina","18","4","4","5","63","7","11","515","118","2.22","B 2.30","1829","1350","25","1133","15875"
"3438","David Toth","HU","Region 4","Central-Eastern Europe","44","6","6","6","55","9","11","1135","122","3.36","B 2.24","1829","1350","581","2411","155293"
"3439","Jake Kouba","US","Region 3","Midwest","76","0","7","6","49","15","12","1884","31","2.97","B 2.92","1829","1259","69","3686","281718"
"3440","Caiden Jackson","US","Region 1","Mid-South","118","36","6","7","43","52","12","2088","985","2.14","B 2.69","1829","1350","321","5107","283684"
"3441","Brendon Bartlett","AU","Region 1","Australia/NZ","139","1","7","6","51","16","12","3855","70","3.47","B 1.70","1829","1281","113","7078","314805"
"3442","Oscar Hardwick","GB","Region 3","UK and I","20","1","6","5","62","8","13","585","40","3.2","B 2.48","1828","1262","349","1237","51747"
"3443","Ben Pelletaire","US","Region 4","Northwest","23","3","7","6","53","7","13","592","79","1.83","A 2.91","1828","1350","202","1213","266378"
"3444","Zach Kavert","US","Region 2","California Club","83","4","7","7","49","16","13","2222","168","3.13","A 1.50","1828","1350","122","4047","274784"
